longitude,latitude,elevation,name,station_id,timeZone
-166.53333,53.9,7.0104,"Unalaska, Unalaska Airport",PADU,America/Nome
-84.05,39.83333,250.8504,Dayton / Wright-Patterson Air Force Base,KFFO,America/New_York
-145.45,62.15,480.9744,"Gulkana, Gulkana Airport",PAGK,America/Anchorage
-135.51666,59.25,4.8768,"Haines, Haines Airport",PAHN,America/Juneau
-72.25194,40.95944,17.0688,"East Hampton, East Hampton Airport",KHTO,America/New_York
-87.32207,39.4429,173.1264,Terre Haute International Airport - Hulman Field,KHUF,America/Indiana/Indianapolis
-81.44343,40.91811,369.1128,Akron Canton Regional Airport,KCAK,America/New_York
-78.72043,33.81619,7.9248,North Myrtle Beach Grand Strand Airport,KCRE,America/New_York
-157.94305,21.3275,3.048,"Honolulu, Honolulu International Airport",PHNL,Pacific/Honolulu
-81.38222,35.74222,362.1024,"Hickory, Hickory Regional Airport",KHKY,America/New_York
-92.54333,40.09722,294.132,"Kirksville, Kirksville Regional Airport",KIRK,America/Chicago
-72.30537,43.6271,170.0784,Lebanon Municipal Airport,KLEB,America/New_York
-145.47778,60.49167,13.1064,"Cordova, Merle K (Mudhole) Smith Airport",PACV,America/Anchorage
-75.46667,39.13333,9.144,Dover Air Force Base,KDOV,America/New_York
-90.43333,37.76667,288.036,Farmington Airport,KFAM,America/Chicago
-77.94583,35.34457,32.004,Seymour-Johnson Air Force Base,KGSB,America/New_York
-97.65528,26.22972,10.0584,"Harlingen, Rio Grande Valley International Airport",KHRL,America/Chicago
-76.35,37.08333,3.048,Langley Air Force Base,KLFI,America/New_York
-90.47194,31.17833,125.8824,"McComb, McComb / Pike County / John E Lewis Field Airport",KMCB,America/Chicago
-84.07724,43.53167,200.8632,MBS International Airport,KMBS,America/Detroit
-84.51667,33.91667,326.136,Marietta / Dobbins Air Force Base,KMGE,America/New_York
-90.51472,41.45139,178.9176,"Moline, Quad-City Airport",KMLI,America/Chicago
-156.95139,20.78556,398.9832,"Lanai City, Lanai Airport",PHNY,Pacific/Honolulu
-82.51778,40.82028,395.0208,Mansfield - Mansfield Lahm Regional Airport,KMFD,America/New_York
-98.24444,26.17972,32.004,"McAllen, Miller International Airport",KMFE,America/Chicago
-72.71278,42.15972,81.9912,"Westfield, Barnes Municipal Airport",KBAF,America/New_York
-88.48889,47.16833,334.0608,"Hancock, Houghton County Memorial Airport",KCMX,America/Detroit
-81.59139,38.37944,299.0088,"Charleston, Yeager Airport",KCRW,America/New_York
-89.67098,44.77944,384.9624,Mosinee,KCWA,America/Chicago
-85.44972,31.32139,121.92,"Dothan, Dothan Regional Airport",KDHN,America/Chicago
-99.85694,32.42,544.9824,"Abilene, Dyess Air Force Base",KDYS,America/Chicago
-80.1525,26.06806,3.048,"Fort Lauderdale, Fort Lauderdale / Hollywood International Airport",KFLL,America/New_York
-80.64444,40.17028,363.9312,"Wheeling, Wheeling Ohio County Airport",KHLG,America/New_York
-70.26972,41.67194,14.9352,"Hyannis, Barnstable Municipal-Boardman Airport",KHYA,America/New_York
-76.92173,41.24298,159.1056,Williamsport - Lycoming County Airport,KIPT,America/New_York
-156.05057,19.74083,13.1064,"Kailua / Kona, Keahole Airport",PHKO,Pacific/Honolulu
-91.99306,30.20222,11.8872,"Lafayette, Lafayette Regional Airport",KLFT,America/Chicago
-94.75,31.23389,89.916,"Lufkin, Angelina County Airport",KLFK,America/Chicago
-84.06861,37.08944,369.1128,"London, London-Corbin Airport-Magee Field",KLOZ,America/New_York
-88.91667,35.59306,131.9784,"Jackson, McKellar-Sipes Regional Airport",KMKL,America/Chicago
-74.84556,44.93583,66.1416,"Massena, Massena International-Richards Field",KMSS,America/New_York
-87.59944,34.74389,167.0304,"Muscle Shoals, North West Alabama Regional Airport",KMSL,America/Chicago
-75.44771,40.64985,117.0432,"Allentown, Lehigh Valley International Airport",KABE,America/New_York
-91.12528,40.77278,212.1408,"Burlington, Burlington Regional Airport",KBRL,America/Chicago
-76.1716,36.25771,0.9144,Elizabeth City C/G Regional Airport,KECG,America/New_York
-135.7,58.41667,10.0584,"Gustavus, Gustavus Airport",PAGS,America/Juneau
-84.45944,42.25972,305.1048,"Jackson, Jackson County-Reynolds Field Airport",KJXN,America/Detroit
-79.4,40.28333,360.8832,Latrobe / Westmorland,KLBE,America/New_York
-75.0778,39.36623,17.0688,"Millville, Millville Municipal Airport",KMIV,America/New_York
-75.72667,41.33889,292.9128,"Wilkes-Barre - Scranton, Wilkes-Barre / Scranton International Airport",KAVP,America/New_York
-94.92783,47.50762,420.9288,Bemidji,KBJI,America/Chicago
-80.60799,28.24219,0.9144,Cocoa - Patrick Air Force Base,KCOF,America/New_York
-84.94222,32.51611,121.0056,"Columbus, Columbus Metropolitan Airport",KCSG,America/New_York
-77.18333,38.71667,21.0312,Fort Belvoir,KDAA,America/New_York
-79.33611,36.57278,174.0408,"Danville, Danville Regional Airport",KDAN,America/New_York
-88.17903,41.51755,174.3456,Joliet Regional Airport,KJOT,America/Chicago
-89.62667,44.92861,366.0648,"Wausau, Wausau Downtown Airport",KAUW,America/Chicago
-85.24083,42.3125,289.8648,"Battle Creek, Kellogg Airport",KBTL,America/Detroit
-88.45,33.65,67.056,Columbus Air Force Base,KCBM,America/Chicago
-151.51666,66.91667,195.9864,"Bettles, Bettles Airport",PABT,America/Anchorage
-71.50257,43.20489,103.0224,Concord Municipal Airport,KCON,America/New_York
-151.245,60.57306,29.8704,"Kenai, Kenai Municipal Airport",PAEN,America/Anchorage
-85.96667,37.9,230.124,Fort Knox,KFTK,America/New_York
-99.76639,30.51083,526.9992,"Junction, Kimble County Airport",KJCT,America/Chicago
-88.74778,32.33806,89.916,"Meridian, Key Field",KMEI,America/Chicago
-92.02995,32.51557,21.9456,Monroe Regional Airport,KMLU,America/Chicago
-82.83333,42.61667,177.0888,Selfridge Air National Guard Base,KMTC,America/Detroit
-98.02694,27.74111,53.9496,"Alice, Alice International Airport",KALI,America/Chicago
-85.54639,42.22917,266.0904,"Kalamazoo, Kalamazoo / Battle Creek International Airport",KAZO,America/Detroit
-81.20778,37.29583,871.1184,"Bluefield, Mercer County Airport",KBLF,America/New_York
-81.12472,37.795,762.9144,"Beckley, Raleigh County Memorial Airport",KBKW,America/New_York
-89.57833,37.22556,103.9368,"Cape Girardeau, Cape Girardeau Regional Airport",KCGI,America/Chicago
-92.28273,31.39634,25.908,Alexandria Esler Regional Airport,KESF,America/Chicago
-94.18333,42.55,353.8728,Fort Dodge,KFOD,America/Chicago
-99.76889,36.29667,676.9608,"Gage, Gage Airport",KGAG,America/Chicago
-73.61056,43.34111,99.9744,"Glens Falls, Floyd Bennett Memorial Airport",KGFL,America/New_York
-93.15472,36.26167,416.052,"Harrison, Boone County Airport",KHRO,America/Chicago
-91.45028,46.02056,370.0272,"Hayward, Hayward Municipal Airport",KHYR,America/Chicago
-80.38333,25.48333,2.1336,Homestead Air Force Base,KHST,America/New_York
-76.45833,42.49083,334.9752,"Ithaca, Ithaca Tompkins Regional Airport",KITH,America/New_York
-94.50056,37.15611,299.0088,"Joplin, Joplin Regional Airport",KJLN,America/Chicago
-90.64306,35.83722,78.9432,"Jonesboro, Jonesboro Municipal Airport",KJBR,America/Chicago
-84.83333,32.33333,71.0184,Fort Benning,KLSF,America/New_York
-80.8,33.91667,77.1144,McEntire Air National Guard Weather Facility Base,KMMT,America/New_York
-80.70306,32.49361,10.9728,"Beaufort, Marine Corps Air Station",KNBC,America/New_York
-78.3168,40.29994,447.1416,Altoona - Blair County Airport,KAOO,America/New_York
-76.90278,42.15639,291.084,"Elmira, Elmira / Corning Regional Airport",KELM,America/New_York
-156.93333,64.73333,46.0248,"Galena, Edward G. Pitka Sr. Airport",PAGA,America/Anchorage
-99.0525,34.98944,476.0976,"Hobart, Hobart Municipal Airport",KHBR,America/Chicago
-93.33139,43.15778,370.0272,"Mason City, Mason City Municipal Airport",KMCW,America/Chicago
-76.76333,40.19361,95.0976,"Harrisburg, Harrisburg International Airport",KMDT,America/New_York
-76.41667,39.33333,7.0104,Baltimore / Martin,KMTN,America/New_York
-88.25111,41.89639,231.0384,"Chicago / West Chicago, Dupage Airport",KDPA,America/Chicago
-89.4,36,103.0224,"Dyersburg, Dyersburg Municipal Airport",KDYR,America/Chicago
-83.66861,41.01361,248.1072,"Findlay, Findlay Airport",KFDY,America/New_York
-77.04722,35.0675,4.8768,"New Bern, Craven County Regional Airport",KEWN,America/New_York
-86.36667,32.38333,50.9016,Maxwell Air Force Base / Montgomery,KMXF,America/Chicago
-84.19444,31.53556,60.0456,"Albany, Southwest Georgia Regional Airport",KABY,America/New_York
-82.50667,31.53611,60.96,"Alma, Bacon County Airport",KAMG,America/New_York
-145.73334,64,388.9248,"Delta Junction/Ft Greely, Allen Army Airfield",PABI,America/Anchorage
-80.4,40.76667,381.9144,Beaver Falls Airport,KBVI,America/New_York
-79.73083,34.18778,44.5008,Florence - Florence Regional Airport,KFLO,America/New_York
-81.8625,26.58417,4.8768,"Fort Myers, Page Field",KFMY,America/New_York
-157.1,21.15,138.0744,"Kaunakakai, Molokai Airport",PHMK,Pacific/Honolulu
-90.91667,36.13333,82.9056,"Walnut Ridge, Walnut Ridge Regional Airport",KARG,America/Chicago
-76.02167,43.99194,99.06,"Watertown, Watertown International Airport",KART,America/New_York
-78.45516,38.13738,195.072,Charlottesville-Albemarle Airport,KCHO,America/New_York
-89.77345,43.52372,295.9608,Baraboo Wisconsin Dells Airport,KDLL,America/Chicago
-89.08083,30.41194,7.9248,Gulfport - Gulfport-Biloxi International Airport,KGPT,America/Chicago
-91.54306,41.63278,202.9968,"Iowa City, Iowa City Municipal Airport",KIOW,America/Chicago
-76.85,38.81667,85.9536,Camp Springs / Andrews Air Force Base,KADW,America/New_York
-78.63539,41.79838,641.9088,Bradford Regional Airport,KBFD,America/New_York
-79.86667,41.38333,469.0872,"Franklin, Venango Regional Airport",KFKL,America/New_York
-151.48334,59.65,25.908,"Homer, Homer Airport",PAHO,America/Anchorage
-73.70456,41.06237,111.8616,White Plains - Westchester County Airport,KHPN,America/New_York
-88.55894,43.98938,238.9632,Wittman Regional Airport,KOSH,America/Chicago
-70.81667,43.08333,31.0896,Pease Air Force Base / Portsmouth,KPSM,America/New_York
-82.55861,27.40139,9.144,"Sarasota / Bradenton, Sarasota-Bradenton International Airport",KSRQ,America/New_York
-85.0725,33.00889,210.9216,"La Grange, Callaway Airport",KLGC,America/New_York
-97.43333,32.76583,198.12,"Fort Worth, Naval Air Station",KNFW,America/Chicago
-149.08333,61.6,74.0664,"Palmer, Palmer Municipal Airport",PAAQ,America/Anchorage
-95.34833,48.94139,327.0504,Warroad - Warroad International Memorial Airport,KRRT,America/Chicago
-92.49167,43.90417,401.1168,"Rochester, Rochester International Airport",KRST,America/Chicago
-80.48333,33.96667,74.0664,Shaw Air Force Base,KSSC,America/New_York
-84.79667,45.57083,220.0656,"Pellston, Pellston Regional Airport of Emmet County Airport",KPLN,America/Detroit
-87.61554,33.21215,46.9392,Tuscaloosa Regional Airport,KTCL,America/Chicago
-135.36472,57.04806,6.096,"Sitka, Sitka Airport",PASI,America/Anchorage
-160.8,63.88333,6.096,Unalakleet,PAUN,America/Anchorage
-132.96667,56.81667,0,Petersburg,PAPG,America/Sitka
-77.44066,34.70627,6.096,MCAS New River,KNCA,America/New_York
-156.43694,20.8925,15.8496,"Kahului, Kahului Airport",PHOG,Pacific/Honolulu
-76.41389,38.27861,11.8872,"Patuxent River, Naval Air Station",KNHK,America/New_York
-141.9289,62.96111,523.0368,"Northway, Northway Airport",PAOR,America/Anchorage
-81.33543,28.54655,31.0896,Orlando Executive Airport,KORL,America/New_York
-90.32222,36.77056,99.9744,"Poplar Bluff, Poplar Bluff Municipal Airport",KPOF,America/Chicago
-83.6,32.63333,89.916,Warner Robins Air Force Base,KWRB,America/New_York
-75.95944,40.37333,104.8512,"Reading, Reading Regional Airport",KRDG,America/New_York
-132.36667,56.48333,13.1064,Wrangell,PAWG,America/Sitka
-85.71099,31.27672,89.0016,Cairns Army Air Field / Ozark,KOZR,America/Chicago
-85.58333,30.06667,4.8768,Tyndall Air Force Base,KPAM,America/Chicago
-97.09972,36.73056,306.9336,"Ponca City, Ponca City Municipal Airport",KPNC,America/Chicago
-93.55,38.73333,264.8712,Whiteman Air Force Base,KSZL,America/Chicago
-85.57,44.73667,189.8904,"Traverse City, Cherry Capital Airport",KTVC,America/Detroit
-96.92972,28.8625,35.052,"Victoria, Victoria Regional Airport",KVCT,America/Chicago
-81.15,32.01667,13.1064,Hunter U. S. Army Airfield,KSVN,America/New_York
-83.2,30.96667,71.0184,Moody Air Force Base,KVAD,America/New_York
-91.19659,39.9371,231.3432,Quincy Regional Airport-Baldwin Field,KUIN,America/Chicago
-97.29111,27.6925,6.096,"Corpus Christi, Corpus Christi Naval Air Station/Truax Field",KNGP,America/Chicago
-76.29583,36.93361,3.9624,"Norfolk, Naval Air Station",KNGU,America/New_York
-79.00771,35.17531,56.0832,Pope Air Force Base,KPOB,America/New_York
-74.20278,44.39306,506.8824,"Saranac Lake, Adirondack Regional Airport",KSLK,America/New_York
-94.30694,36.28194,391.9728,"Fayetteville/Springdale, Northwest Arkansas Regional Airport",KXNA,America/Chicago
-146.26666,61.13333,36.8808,Valdez 2,PAVD,America/Anchorage
-92.44806,41.10667,257.8608,"Ottumwa, Ottumwa Industrial Airport",KOTM,America/Chicago
-89.33333,31.46667,91.1352,"Hattiesburg/Laurel, Hattiesburg-Laurel Regional Airport",KPIB,America/Chicago
-81.25,28.78333,17.0688,Orlando / Sanford Airport,KSFB,America/New_York
-77.67667,43.11667,170.0784,"Rochester, Greater Rochester International Airport",KROC,America/New_York
-74.1,41.5,149.9616,Newburgh / Stewart,KSWF,America/New_York
-81.89222,39.94444,274.0152,"Zanesville, Zanesville Municipal Airport",KZZV,America/New_York
-74.05667,40.85889,2.1336,"Teterboro, Teterboro Airport",KTEB,America/New_York
-156.67467,20.96307,64.008,Lahaina - West Maui,PHJH,Pacific/Honolulu
-81.4225,30.39583,4.8768,"Mayport, Mayport Naval Station, Adm David L. McDonald Field",KNRB,America/New_York
-98.28333,29.53333,231.9528,Randolph Air Force Base,KRND,America/Chicago
-83.80539,41.58704,205.1304,Toledo - Toledo Express Airport,KTOL,America/New_York
-150.09361,62.32056,109.1184,"Talkeetna, Talkeetna Airport",PATK,America/Anchorage
-83.27389,30.77632,57.912,Valdosta Regional Airport,KVLD,America/New_York
-78.93333,33.68333,7.9248,Myrtle Beach Air Force Base,KMYR,America/New_York
-87.32326,30.35641,4.8768,Pensacola Naval Air Station,KNPA,America/Chicago
-81.68293,24.58009,0.9144,Key West Naval Air Station,KNQX,America/New_York
-71.87306,42.27056,306.9336,"Worcester, Worcester Regional Airport",KORH,America/New_York
-95.20278,43.16556,408.1272,"Spencer, Spencer Municipal Airport",KSPW,America/Chicago
-152.1,65.16667,68.8848,"Tanana, Calhoun Memorial Airport",PATA,America/Anchorage
-85.72972,38.17722,150.876,"Louisville, Standiford Field",KSDF,America/New_York
-76.02833,36.82111,6.096,"Virginia Beach, Oceana, Naval Air Station",KNTU,America/New_York
-89.48222,45.63167,494.9952,"Rhinelander, Rhinelander-Oneida County Airport",KRHI,America/Chicago
-88.55528,32.55194,96.9264,"Meridian, Meridian Naval Air Station - McCain Field",KNMM,America/Chicago
-77.30129,38.50326,2.1336,Quantico Marine Corps Airfield - Turner Field,KNYG,America/New_York
-81.76639,26.52694,9.144,"Fort Myers, Southwest Florida International Airport",KRSW,America/New_York
-148.46667,70.2,17.0688,"Deadhorse, Deadhorse Airport",PASC,America/Anchorage
-135.3,59.46667,15.8496,Skagway,PAGY,America/Juneau
-98.58333,29.38333,210.0072,Kelly Air Force Base,KSKF,America/Chicago
-81.39139,31.15167,6.096,"Brunswick, Malcolm McKinnon Airport",KSSI,America/New_York
-96.25347,28.72485,3.9624,Palacios Municipal Airport,KPSX,America/Chicago
-95.08042,44.54828,310.896,Redwood Falls Municipal Airport,KRWF,America/Chicago
-80.67389,41.25444,363.9312,"Youngstown, Youngstown-Warren Regional Airport",KYNG,America/New_York
-93.9875,33.45611,117.9576,"Texarkana, Texarkana Regional-Webb Field",KTXK,America/Chicago
-74.6,40.01667,41.148,Mcguire Air Force Base,KWRI,America/New_York
-90.035,29.82528,0.9144,"New Orleans, Naval Air Station - Alvin Callender Field",KNBG,America/Chicago
-81.67462,30.23468,3.048,Jacksonville Naval Air Station,KNIP,America/New_York
-97.81167,27.50306,14.9352,"Kingsville, Naval Air Station",KNQI,America/Chicago
-81.43917,39.345,262.128,"Parkersburg, Mid-Ohio Valley Regional Airport",KPKB,America/New_York
-80.68333,37.13333,641.9088,Dublin / New River Valley,KPSK,America/New_York
-77.89306,35.855,49.0728,"Rocky Mount, Rocky Mount-Wilson Regional Airport",KRWI,America/New_York
-89.68405,39.84527,178.9176,Springfield - Abraham Lincoln Capital Airport,KSPI,America/Chicago
-76.49306,37.13194,13.1064,"Newport News, Newport News / Williamsburg International Airport",KPHF,America/New_York
-68.05,46.68333,163.068,Presque Isle,KPQI,America/New_York
-95.99005,36.04255,189.8904,Tulsa - Jones Jr. Airport,KRVS,America/Chicago
-97.38333,35.41667,394.1064,Tinker Air Force Base,KTIK,America/Chicago
-86.51667,30.48333,25.908,Valparaiso / Eglin Air Force Base,KVPS,America/Chicago
-91.93472,34.175,63.0936,"Pine Bluff, Grider Field Airport",KPBF,America/Chicago
-82.68554,27.91259,0.9144,St. Petersburg/Clearwater Airport,KPIE,America/New_York
-87.18694,30.47806,35.9664,Pensacola - Pensacola International Airport,KPNS,America/Chicago
-167.91667,65.56667,82.9056,Tin City Airways Facilities Sector,PATC,America/Nome
-100.99611,35.61278,989.076,"Pampa, Perry Lefors Field Airport",KPPA,America/Chicago
-149.79388,61.25306,64.9224,"Anchorage, Elmendorf Air Force Base",PAED,America/Anchorage
-149.65,61.26667,114.9096,"Ft. Richardson / Bryant U. S. Army Heliport, Ak",PAFR,America/Anchorage
144.8,13.48333,91.1352,"Agana, Guam International Airport",PGUM,Pacific/Guam
-158.06805,21.30833,10.0584,"Oahu, Kalaeloa Airport",PHJR,Pacific/Honolulu
-67.13333,18.5,71.9328,"Aquadilla, Rafael Hernandez Airport",TJBQ,America/Puerto_Rico
145.61667,14.98333,81.9912,"Tinian Island, N. Mariana Is, West Tinian Airport",PGWT,Pacific/Saipan
-151.00555,70.21,11.8872,"Nuiqsut, Nuiqsut Airport",PAQT,America/Anchorage
145.73334,15.11667,66.1416,"Saipan Island, Saipan International Airport",PGSN,Pacific/Saipan
-158.03333,21.48333,255.1176,Wheeler Air Force Base / Oahu,PHHI,Pacific/Honolulu
-155.55,19.78333,1887.0168,Bradshaw Army Air Field / Hawaii,PHSF,Pacific/Honolulu
-162.06667,58.65,164.8968,"Cape Newenham, Cape Newenham LRRS Airport",PAEH,America/Nome
145.25,14.18333,185.0136,"Rota Island, N. Mariana Is, Rota International Airport",PGRO,Pacific/Saipan
-115.13221,35.97665,739.7496,Las Vegas - Henderson Executive Airport,KHND,America/Los_Angeles
-166.03333,61.78333,138.9888,"Cape Romanzof, Cape Romanzof LRRS Airport",PACZ,America/Nome
-147.1,64.65,167.0304,"Fairbanks, Eielson Air Force Base",PAEI,America/Anchorage
-66.56667,18.01667,7.9248,"Ponce, Mercedita Airport",TJPS,America/Puerto_Rico
-153.7,66,371.856,"Utopia Creek, Indian Mountain LRRS Airport",PAIM,America/Anchorage
-155.98334,62.9,294.132,"Takotna, Tatalina LRRS Airport",PATL,America/Anchorage
-64.9734,18.3373,7.0104,"King Airport, St. Thomas",TIST,America/Puerto_Rico
-65.64333,18.25528,11.8872,"Roosevelt Roads, Roosevelt Roads Naval Station, Ofstie Field",TJNR,America/Puerto_Rico
-147.59557,64.83667,138.0744,Fort Wainwright AAF,PAFB,America/Anchorage
-67.15,18.26667,9.144,"Mayaguez, Eugenio Maria de Hostos Airport",TJMZ,America/Puerto_Rico
-166.1,68.88333,3.9624,"Cape Lisburne, Cape Lisburne LRRS Airport",PALU,America/Anchorage
166.65,19.28333,3.9624,"Wake Island, Wake Island Army Airfield Airport",PWAK,Pacific/Wake
-177.36667,28.21667,3.9624,"Sand Island, Henderson Field Airport",PMDY,Pacific/Midway
-157.76556,21.45389,4.8768,"Kaneohe, Marine Corps Air Station",PHNG,Pacific/Honolulu
-114.26361,48.30417,905.8656,"Kalispell, Glacier Park International Airport",KGPI,America/Denver
-119.22361,37.98972,3757.2695,MT WARREN SUMMIT,WARR,America/Los_Angeles
-64.806,17.7004,18.8976,St. Croix,TISX,America/St_Thomas
-85.7956,30.3582,20.7264,Panama City - Northwest Florida Beaches International Airport,KECP,America/Chicago
-120.32611,39.28861,2538.984,Mt. Lincoln,LIPK,America/Los_Angeles
171.3908,7.0864,3.048,Majuro Atoll - NWS Office,PKMR,Pacific/Majuro
162.9557,5.3524,3.3528,Kosrae Island - Kosrae Airport,PTSA,Pacific/Kosrae
158.21013,6.98579,2.7432,Pohnpei Island,PTPN,Pacific/Pohnpei
-119.75,38.9963,1439.2656,Minden-Tahoe Airport,KMEV,America/Los_Angeles
-81.9159,37.8557,508.1016,Logan County Airport,K6L4,America/New_York
-77.7943,36.7728,100.2792,Lawrenceville/Brunswick Municipal Airport,KLVL,America/New_York
-121.06028,44.801945,432.816,"Mud SPrings Creek near Gateway, OR",SBCO,America/Los_Angeles
-116.63017,43.64055,737.9208,Caldwell - Caldwell Industrial Airport,KEUL,America/Boise
-118.45139,34.01583,53.0352,"Santa Monica, Santa Monica Municipal Airport",KSMO,America/Los_Angeles
-111.73333,33.46667,423.9768,Mesa / Falcon Field,KFFZ,America/Phoenix
-114.55944,35.1575,212.1408,"Bullhead City, Laughlin/Bullhead International Airport",KIFP,America/Phoenix
-107.90222,35.16528,1987.9056,"Grants, Grants-Milan Municipal Airport",KGNT,America/Denver
-110.75548,39.60886,1771.8024,Price - Carbon County Regional Airport,KPUC,America/Denver
-112.29528,33.52722,324.9168,"Glendale, Glendale Municipal Airport",KGEU,America/Phoenix
-121.3,38.55,28.956,"Sacramento, Sacramento Mather Airport",KMHR,America/Los_Angeles
-122.76556,45.24889,59.1312,"Aurora, Aurora State Airport",KUAO,America/Los_Angeles
-103.15367,36.44834,1515.1608,Clayton Municipal Airpark,KCAO,America/Denver
-120.11083,36.98667,77.1144,"Madera, Madera Municipal Airport",KMAE,America/Los_Angeles
-108.0752,44.5174,1199.0833,South Big Horn County Airport,KGEY,America/Denver
-116.46833,32.62611,807.1104,Campo,KCZZ,America/Los_Angeles
-123.3656,42.6,1171.0416,Sexton Summit,KSXT,America/Los_Angeles
-118.33194,33.92361,18.8976,"Hawthorne, Hawthorne Municipal Airport",KHHR,America/Los_Angeles
-118.00884,45.29066,825.0936,La Grande/Union County Airport,KLGD,America/Los_Angeles
-119.45278,33.23472,153.0096,San Nicholas Island,KNSI,America/Los_Angeles
-122.11667,37.46667,2.1336,Palo Alto Airport,KPAO,America/Los_Angeles
-121.81444,37.69278,121.0056,"Livermore, Livermore Municipal Airport",KLVK,America/Los_Angeles
-104.50218,36.741528,1936.6992,Raton Municipal - Crews Field Airport,KRTN,America/Denver
-118.72444,34.74361,1378.0009,Sandberg,KSDB,America/Los_Angeles
-106.86767,40.5153,2100.072,Steamboat Springs,KSBS,America/Denver
-122.27944,38.2075,10.0584,"Napa, Napa County Airport",KAPC,America/Los_Angeles
-104.2575,46.34778,904.9512,"Baker, Baker Municipal Airport",KBHK,America/Denver
-117.62361,33.97556,198.12,"Chino, Chino Airport",KCNO,America/Los_Angeles
-113.93306,35.25778,1050.036,"Kingman, Kingman Airport",KIGM,America/Phoenix
-117.13639,32.81444,128.016,"San Diego, Montgomery Field",KMYF,America/Los_Angeles
-110.42111,44.54444,2388.108,Yellowstone Lake,KP60,America/Denver
-107.72722,39.525,1690.116,"Rifle, Garfield County Regional Airport",KRIL,America/Denver
-118.33333,33.8,31.0896,"Torrance, Zamperini Field Airport",KTOA,America/Los_Angeles
-116.99306,32.57528,163.9824,"San Diego, Brown Field Municipal Airport",KSDM,America/Los_Angeles
-107.88832,40.0444,1940.052,Meeker Airport,KEEO,America/Denver
-119.62889,36.31861,74.0664,"Hanford, Hanford Municipal Airport",KHJO,America/Los_Angeles
-104.4675,32.8525,1078.992,"Artesia, Artesia Municipal Airport",KATS,America/Denver
-122.16667,48.16667,42.0624,Arlington Municipal,KAWO,America/Los_Angeles
-118.8423,37.6241,2167.7375,Mammoth Yosemite Airport,KMMH,America/Los_Angeles
-111.18333,47.5,1075.0295,Malmstrom Air Force Base,KGFA,America/Denver
-118.15,35.06667,848.868,Mojave,KMHV,America/Los_Angeles
-115.59639,46.14417,480.06,Lowell,KP69,America/Los_Angeles
-122.86222,45.76917,15.8496,"Scappoose, Scappoose Industrial Airpark",KSPB,America/Los_Angeles
-99.33333,40.45,704.088,Brewster Field Airport,KHDE,America/Chicago
-99.77722,40.79111,736.092,"Lexington, Jim Kelly Field Airport",KLXN,America/Chicago
-98.9525,41.62417,630.936,"Ord, Evelyn Sharp Field Airport",KODX,America/Chicago
-95.56639,37.09111,228.9048,"Coffeyville, Coffeyville Municipal Airport",KCFV,America/Chicago
-102.39167,31.92139,914.0952,"Odessa, Odessa-Schlemeyer Field",KODO,America/Chicago
-99.65,41.43333,776.0208,"Broken Bow, Broken Bow Municipal Airport",KBBW,America/Chicago
-101.43944,47.64583,581.8632,Garrison,KN60,America/Chicago
-97.99444,40.89389,549.8592,"Aurora, Aurora Municipal Airport",KAUH,America/Chicago
-103.54639,45.60444,915.0096,Buffalo,K2WX,America/Denver
-94.73917,38.85,334.0608,"Olathe, Johnson County Executive Airport",KOJC,America/Chicago
-98.03333,43.76667,396.8496,"Mitchell, Mitchell Municipal Airport",KMHE,America/Chicago
-102.01917,45.03194,786.9936,Faith,KD07,America/Denver
-112.05,41.51,1310.9448,BRIGHAM CITY AIRPORT,KBMC,America/Denver
-122.11833,37.66083,14.0208,"Hayward, Hayward Air Terminal",KHWD,America/Los_Angeles
-122.21278,47.49444,7.9248,"Renton, Renton Municipal Airport",KRNT,America/Los_Angeles
-103.51334,38.04949,1278.0264,La Junta Municipal Airport,KLHX,America/Denver
-113.01089,38.42252,1534.3632,Milford Municipal Airport,KMLF,America/Denver
-118.58266,33.0218,50.9016,San Clemente Island NALF,KNUC,America/Los_Angeles
-121.62028,39.49472,56.9976,"Oroville, Oroville Municipal Airport",KOVE,America/Los_Angeles
-122.31702,41.31494,1078.992,Mount Shasta,KMHS,America/Los_Angeles
-118.96715,44.40287,1120.14,Grant County Regional Airport,KGCD,America/Los_Angeles
-120.5615,41.48362,1335.9384,Alturas,KAAT,America/Los_Angeles
-108.62644,37.30706,1798.9296,Cortez-Montezuma County Airport,KCEZ,America/Denver
-106.71889,44.38139,1513.9417,"Buffalo, Buffalo Johnson County Airport",KBYG,America/Denver
-105.66667,35,2160.1177,Clines Corners,KCQC,America/Denver
-119.06667,36.03333,135.0264,"Porterville, Porterville Municipal Airport",KPTV,America/Los_Angeles
-112.72,32.8875,261.8232,Gila Bend Air Force Auxiliary Field,KGXF,America/Phoenix
-119.20306,34.20056,13.1064,"Oxnard, Oxnard Airport",KOXR,America/Los_Angeles
-116.91583,33.0375,423.9768,"Ramona, Ramona Airport",KRNM,America/Los_Angeles
-120.57269,40.37569,1264.6152,Susanville Municipal Airport,KSVE,America/Los_Angeles
-120.70806,39.27611,1609.9536,"Emigrant Gap, Blue Canyon Nyack Airport",KBLU,America/Los_Angeles
-122.9,46.11667,6.096,"Kelso, Kelso-Longview Airport",KKLS,America/Los_Angeles
-118.29122,34.02355,54.5592,Los Angeles / USC Campus Downtown,KCQT,America/Los_Angeles
-114.45469,42.72736,1225.9056,Jerome County Airport,KJER,America/Boise
